[DEBUG] [2022-03-07 22:00:00] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 4108d373d1a8497abb474d629c5c41a1, msgType : 19
[INFO] [2022-03-07 22:02:19] ContractABIDefinition.addFunction(84) |  name: set, methodId: 0x4ed3885e, methodSignature: set(string), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b09f9fdf
[INFO] [2022-03-07 22:02:19] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b09f9fdf
[INFO] [2022-03-07 22:02:19] ContractABIDefinition.addFunction(84) |  name: get, methodId: 0x6d4ce63c, methodSignature: get(), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@7b01f9f7
[INFO] [2022-03-07 22:02:19] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@7b01f9f7
[INFO] [2022-03-07 22:02:19] ContractABIDefinition.addFunction(84) |  name: addint, methodId: 0x9bbd14fb, methodSignature: addint(string,string), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@1ded1e10
[INFO] [2022-03-07 22:02:19] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@1ded1e10
[INFO] [2022-03-07 22:02:19] ContractABIDefinition.addFunction(84) |  name: adddb, methodId: 0xb93bdd5c, methodSignature: adddb(string,string), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b6beaec1
[INFO] [2022-03-07 22:02:19] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b6beaec1
[INFO] [2022-03-07 22:02:19] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@4ec450ae
[INFO] [2022-03-07 22:02:19] ABIDefinitionFactory.loadABI(49) |  contractABIDefinition org.fisco.bcos.sdk.abi.wrapper.ContractABIDefinition@4efcf8a 
[INFO] [2022-03-07 22:02:19] ABIObjectFactory.createObject(32) |  name: adddb
[DEBUG] [2022-03-07 22:02:20] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 4af3bceda48a469a877a619d00c1bd56, msgType : 19
[DEBUG] [2022-03-07 22:02:20] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : c7b228073c4846249efc9f77c440eb20, msgType : 19
[DEBUG] [2022-03-07 22:02:21] ConsoleContractImpl.callContract(441) | sendCall request, params: [10.1, 20.1], contractAddress: 0x8c36d539c02d836cce5e651c45f1074701269f3a, contractName: BallChainAPI, functionName:adddb, paramSize: 2
[INFO] [2022-03-07 22:02:21] ContractABIDefinition.addFunction(84) |  name: constr, methodId: 0x44613abf, methodSignature: constr(string,string), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@8f5bbb51
[INFO] [2022-03-07 22:02:21] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@8f5bbb51
[INFO] [2022-03-07 22:02:21] ContractABIDefinition.addFunction(84) |  name: set, methodId: 0x4ed3885e, methodSignature: set(string), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b09f9fdf
[INFO] [2022-03-07 22:02:21] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b09f9fdf
[INFO] [2022-03-07 22:02:21] ContractABIDefinition.addFunction(84) |  name: get, methodId: 0x6d4ce63c, methodSignature: get(), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@7b01f9f7
[INFO] [2022-03-07 22:02:21] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@7b01f9f7
[INFO] [2022-03-07 22:02:21] ContractABIDefinition.addFunction(84) |  name: addint, methodId: 0x9bbd14fb, methodSignature: addint(string,string), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@1ded1e10
[INFO] [2022-03-07 22:02:21] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@1ded1e10
[INFO] [2022-03-07 22:02:21] ContractABIDefinition.addFunction(84) |  name: adddb, methodId: 0xb93bdd5c, methodSignature: adddb(string,string), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b6beaec1
[INFO] [2022-03-07 22:02:21] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b6beaec1
[INFO] [2022-03-07 22:02:21] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@4ec450ae
[INFO] [2022-03-07 22:02:21] ABIDefinitionFactory.loadABI(49) |  contractABIDefinition org.fisco.bcos.sdk.abi.wrapper.ContractABIDefinition@7a138fc5 
[INFO] [2022-03-07 22:02:21] ABIObjectFactory.createObject(32) |  name: adddb
[DEBUG] [2022-03-07 22:02:21] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : c476768268db423e84c1a64bda30ca02, msgType : 18
[INFO] [2022-03-07 22:02:21] ContractABIDefinition.addFunction(84) |  name: constr, methodId: 0x44613abf, methodSignature: constr(string,string), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@8f5bbb51
[INFO] [2022-03-07 22:02:21] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@8f5bbb51
[INFO] [2022-03-07 22:02:21] ContractABIDefinition.addFunction(84) |  name: set, methodId: 0x4ed3885e, methodSignature: set(string), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b09f9fdf
[INFO] [2022-03-07 22:02:21] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b09f9fdf
[INFO] [2022-03-07 22:02:21] ContractABIDefinition.addFunction(84) |  name: get, methodId: 0x6d4ce63c, methodSignature: get(), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@7b01f9f7
[INFO] [2022-03-07 22:02:21] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@7b01f9f7
[INFO] [2022-03-07 22:02:21] ContractABIDefinition.addFunction(84) |  name: addint, methodId: 0x9bbd14fb, methodSignature: addint(string,string), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@1ded1e10
[INFO] [2022-03-07 22:02:21] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@1ded1e10
[INFO] [2022-03-07 22:02:21] ContractABIDefinition.addFunction(84) |  name: adddb, methodId: 0xb93bdd5c, methodSignature: adddb(string,string), abi: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b6beaec1
[INFO] [2022-03-07 22:02:21] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@b6beaec1
[INFO] [2022-03-07 22:02:21] ABIDefinitionFactory.loadABI(42) |  abiDefinition: org.fisco.bcos.sdk.abi.wrapper.ABIDefinition@4ec450ae
[INFO] [2022-03-07 22:02:21] ABIDefinitionFactory.loadABI(49) |  contractABIDefinition org.fisco.bcos.sdk.abi.wrapper.ContractABIDefinition@379ab47b 
[INFO] [2022-03-07 22:02:21] ABIObjectFactory.createObject(32) |  name: adddb
[DEBUG] [2022-03-07 22:02:22] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : e165fdb5e7fb45a1a72a85edff89d394, msgType : 19
[DEBUG] [2022-03-07 22:02:22] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 0e8958089c454f76af4133fd36658ac8, msgType : 19
[DEBUG] [2022-03-07 22:02:24] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 003c3c5e27964c5ba6bb748cc16e175b, msgType : 19
[DEBUG] [2022-03-07 22:02:24] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 7c833ec207184138af0bcb695e81eb0a, msgType : 19
[DEBUG] [2022-03-07 22:02:26] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 0298bee05f0d4c6f81c93feb98295564, msgType : 19
[DEBUG] [2022-03-07 22:02:26] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 145ff9f64e4e4ec6b12b5c62a90014d4, msgType : 19
[DEBUG] [2022-03-07 22:02:28] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 953b59c0c4ff4f95b3f82f91958c6316, msgType : 19
[DEBUG] [2022-03-07 22:02:28] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : dfe6784fe3af45d996f3284a5f027f7e, msgType : 19
[DEBUG] [2022-03-07 22:02:30] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : f714692407244ab5a2435e6df2c36b96, msgType : 19
[DEBUG] [2022-03-07 22:02:30] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : dc70a727e20645df8b1303eafb643b26, msgType : 19
[DEBUG] [2022-03-07 22:02:32] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : dbd8a0e1a3584530934c1d73235652a1, msgType : 19
[DEBUG] [2022-03-07 22:02:32] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : d46595a582b2409d9801fc4aa4d71590, msgType : 19
[DEBUG] [2022-03-07 22:02:34] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : f2018929abc044fa908ca9e899a0459a, msgType : 19
[DEBUG] [2022-03-07 22:02:34] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 570214d44a8349f6883d4dea2e1da2c9, msgType : 19
[DEBUG] [2022-03-07 22:02:36] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : d36c63452cdd4a43a59ae868860c8a71, msgType : 19
[DEBUG] [2022-03-07 22:02:36] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : a5f0053e0bd94aed89fa5cfa22d33c99, msgType : 19
[DEBUG] [2022-03-07 22:02:38] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 3aba5a0062f4446a8bf7a63126435de9, msgType : 19
[DEBUG] [2022-03-07 22:02:38] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 9f3fc3f7d7864b40b6cb0e5ab875274e, msgType : 19
[DEBUG] [2022-03-07 22:02:40] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : ff60505e91c54f939dce75c6d7a8b143, msgType : 19
[DEBUG] [2022-03-07 22:02:40] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 6f7e995d3ed54b6782363bc956edb238, msgType : 19
[DEBUG] [2022-03-07 22:02:42] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 23b526e6421543a7ad13744f4deb6420, msgType : 19
[DEBUG] [2022-03-07 22:02:42] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 0c30da135f104dbfb7844bb093474302, msgType : 19
[DEBUG] [2022-03-07 22:02:44] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : bf25955349564565ab775409150bdae4, msgType : 19
[DEBUG] [2022-03-07 22:02:44] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 03edfc33db7e46e7bfb898de5aae3ba9, msgType : 19
[DEBUG] [2022-03-07 22:02:46] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : e0509bb59c394b6dbd1981b34ce9f6c3, msgType : 19
[DEBUG] [2022-03-07 22:02:46] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 1810e931a84947d780cda05a0b38e6bc, msgType : 19
[DEBUG] [2022-03-07 22:02:48] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 88473947c8154f0c8674de439312d52d, msgType : 19
[DEBUG] [2022-03-07 22:02:48] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 08defddfc77e4c2c9d8c567ab73f0622, msgType : 19
[DEBUG] [2022-03-07 22:02:50] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 96eb4271880c4a9fb2a77d1b577bedd4, msgType : 19
[DEBUG] [2022-03-07 22:02:50] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : c95caff825234d1d880e8cf6149075c6, msgType : 19
[DEBUG] [2022-03-07 22:02:52] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : ee431f62ec3a4a6f962780ed304162ae, msgType : 19
[DEBUG] [2022-03-07 22:02:52] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 21f90f22730548df8677b66244f33ec7, msgType : 19
[DEBUG] [2022-03-07 22:02:54] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : fab46b119c6345f69eb12ca84749c996, msgType : 19
[DEBUG] [2022-03-07 22:02:54] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 74e783047de54fab8b39926181a67448, msgType : 19
[DEBUG] [2022-03-07 22:02:56] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 9d42005e4e094aa2971fb933b9502b73, msgType : 19
[DEBUG] [2022-03-07 22:02:56] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : a0d5c91c3bc545f1b3b71a83354ee1ad, msgType : 19
[DEBUG] [2022-03-07 22:02:58] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 12a2995c5975458f9ce2d2c66e1c2e6b, msgType : 19
[DEBUG] [2022-03-07 22:02:58] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 3e0488ed3953425fac04b112fba4c693, msgType : 19
[DEBUG] [2022-03-07 22:03:00] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 2398fa6afdcc4f9fac7894f997fb5936, msgType : 19
[DEBUG] [2022-03-07 22:03:00] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 09fefaca53f846e48b9660c7553d72ea, msgType : 19
[DEBUG] [2022-03-07 22:03:02] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 58727b672b184d2f8a4f5e182df1ba02, msgType : 19
[DEBUG] [2022-03-07 22:03:02] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : eb2bbdf786c64c23835ff76fe629971a, msgType : 19
[DEBUG] [2022-03-07 22:03:04] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 232a4ffa215249b5a5016bfbec3f329a, msgType : 19
[DEBUG] [2022-03-07 22:03:04] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 4a9695696e764c43a5737e7911c2dfbf, msgType : 19
[DEBUG] [2022-03-07 22:03:06] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : b85c4d4587ff43649c588920970f0692, msgType : 19
[DEBUG] [2022-03-07 22:03:06] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 3c190535961d4401943e6df8c94aa575, msgType : 19
[DEBUG] [2022-03-07 22:03:08] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : e464de044d57456faee97dbdbe19a285, msgType : 19
[DEBUG] [2022-03-07 22:03:08] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : ea22eaae14b340b2875dc99d9aadb673, msgType : 19
[DEBUG] [2022-03-07 22:03:10] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 2977d7f419954d6d9ce85686a9fd3f23, msgType : 19
[DEBUG] [2022-03-07 22:03:10] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 63424ac8e4304549838d0c040d6a8b29, msgType : 19
[DEBUG] [2022-03-07 22:03:12] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 306b4dea83634071be17991809cde585, msgType : 19
[DEBUG] [2022-03-07 22:03:12] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : e9134ac4af21473bbd89e38fbd92a409, msgType : 19
[DEBUG] [2022-03-07 22:03:14] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 7c84d821ebef445cbc98999cf14e1055, msgType : 19
[DEBUG] [2022-03-07 22:03:14] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : f2796de46861482691f1a5b944c90e02, msgType : 19
[DEBUG] [2022-03-07 22:03:16] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 5b3e3ffaaca446d8b261756db38eeaee, msgType : 19
[DEBUG] [2022-03-07 22:03:16] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : cb406135de844e5eaafc20b60267f4a1, msgType : 19
[DEBUG] [2022-03-07 22:03:16] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : a953194379c44c73804faff952af97d1, msgType : 18
[DEBUG] [2022-03-07 22:03:16] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 416d5b8651ec4113b61b53de32df2495, msgType : 18
[DEBUG] [2022-03-07 22:03:18] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 7ad44b3655a349a996ffbc85a9e7d799, msgType : 19
[DEBUG] [2022-03-07 22:03:18] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : b90d1949774a4edc83bfbd8787d05b48, msgType : 19
[DEBUG] [2022-03-07 22:03:20] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 53695f90b4c649e1a27061e710d68377, msgType : 19
[DEBUG] [2022-03-07 22:03:20] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 64333c282f6d401dad62991d4c487e43, msgType : 19
[DEBUG] [2022-03-07 22:03:22] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 395db6512bce40c59668e6f343ea7802, msgType : 19
[DEBUG] [2022-03-07 22:03:22] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 600ec10a54e3430885c053cb4d7b04e2, msgType : 19
[DEBUG] [2022-03-07 22:03:24] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 8ac5b69e8aa04ab48e49aaf292a95873, msgType : 19
[DEBUG] [2022-03-07 22:03:24] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 6d7cbe65a79142159991f54c238abc61, msgType : 19
[DEBUG] [2022-03-07 22:03:26] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : ff2067be755140f1b92537626907b2d1, msgType : 19
[DEBUG] [2022-03-07 22:03:26] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : b0675522f3f14d4a91bfb6e713680b1a, msgType : 19
[DEBUG] [2022-03-07 22:03:28] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : b08548ce55614dffbd122cd95f1b4e1e, msgType : 19
[DEBUG] [2022-03-07 22:03:28] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 504ccb8b6a9e4e47b952fe6d7d89f0c0, msgType : 19
[DEBUG] [2022-03-07 22:03:30] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 9adaa634d53e4e33afca0c455deb9272, msgType : 19
[DEBUG] [2022-03-07 22:03:30] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 5f29ad846bee4808bceea16ba5bf4eb1, msgType : 19
[DEBUG] [2022-03-07 22:03:32] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 4a0d257683714833b339e50cfb210d3f, msgType : 19
[DEBUG] [2022-03-07 22:03:32] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : e226e6528ea7468989e8ef03c12f7beb, msgType : 19
[DEBUG] [2022-03-07 22:03:34] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : ddf9dc8570434c40a711f727d4301209, msgType : 19
[DEBUG] [2022-03-07 22:03:34] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : fc488d4141f6423f82b0e0c8f9f3432d, msgType : 19
[DEBUG] [2022-03-07 22:03:36] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : e97f2f6b4b314068a3ba82c86824866d, msgType : 19
[DEBUG] [2022-03-07 22:03:36] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : c6ed371408b84fcba5c04c739f909c9a, msgType : 19
[DEBUG] [2022-03-07 22:03:38] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : b71e9efd8d5f4b25b6be64c133f7a154, msgType : 19
[DEBUG] [2022-03-07 22:03:38] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : b04bbe0d21ef477abafb8c5ecc964f2d, msgType : 19
[DEBUG] [2022-03-07 22:03:40] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : aae3ab57dda5438d9df56c21611b27bd, msgType : 19
[DEBUG] [2022-03-07 22:03:40] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 7ccbdd0b106241a0be059a313cca2e3a, msgType : 19
[DEBUG] [2022-03-07 22:03:42] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 7d70d33b9fe54aa3b182d15afedacd2a, msgType : 19
[DEBUG] [2022-03-07 22:03:42] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : c3d3f1650474468095b70950680e85a2, msgType : 19
[DEBUG] [2022-03-07 22:03:44] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 603a1155ede148e783ca014c81be73ea, msgType : 19
[DEBUG] [2022-03-07 22:03:44] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 42900af81a6d4bdeb23d81918839fc09, msgType : 19
[DEBUG] [2022-03-07 22:03:46] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : e4b42e362f6b405b9305c9ab618450af, msgType : 19
[DEBUG] [2022-03-07 22:03:46] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 2e33b7ccbddf44dab2ed7bf02922a81a, msgType : 19
[DEBUG] [2022-03-07 22:03:48] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 6612132619ab47eb9aefc7777f44b807, msgType : 19
[DEBUG] [2022-03-07 22:03:48] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 5ebd4817ed994fd7949724c9c5f8d2e3, msgType : 19
[DEBUG] [2022-03-07 22:03:50] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 70f067ff7f0d41bcbc4bfc8c707b1178, msgType : 19
[DEBUG] [2022-03-07 22:03:50] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : c60c1fefe5b14c4db6d66196ca4272eb, msgType : 19
[DEBUG] [2022-03-07 22:03:52] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 4a83bc0f13b047d689ffcbd681221c84, msgType : 19
[DEBUG] [2022-03-07 22:03:52] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 79da09b3c89043b588aad13b1d5d0f08, msgType : 19
[DEBUG] [2022-03-07 22:03:54] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : d22c4fc85ba946519799562faf0999cf, msgType : 19
[DEBUG] [2022-03-07 22:03:54] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 92e81f37cca6441890027e63c605966d, msgType : 19
[DEBUG] [2022-03-07 22:03:56] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 135f00ef048a4ec8bff1f913dd62b930, msgType : 19
[DEBUG] [2022-03-07 22:03:56] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : bce8211c59354775b81665c20eb3bc68, msgType : 19
